"Timestamp","In the past 12 months, has any household member done the following? (Check all that apply) [Visited the Community Center]","In the past 12 months, has any household member done the following? (Check all that apply) [Used town swimming facilities]","In the past 12 months, has any household member done the following? (Check all that apply) [Used town recreational fields or courts]","In the past 12 months, has any household member done the following? (Check all that apply) [Used Pine Meadows golf course]","In the past 12 months, has any household member done the following? (Check all that apply) [Used a school or neighborhood playground]","In the past 12 months, has any household member done the following? (Check all that apply) [Used the Minuteman Bikeway]","In the past 12 months, has any household member done the following? (Check all that apply) [Used Lexpress bus]","In the past 12 months, has any household member done the following? (Check all that apply) [Visited Lexington conservation areas]","In the past 12 months, has any household member done the following? (Check all that apply) [Directly received fire or police services]","In the past 12 months, has any household member done the following? (Check all that apply) [Attended Lexington public schools]","In the past 12 months, has any household member done the following? (Check all that apply) [Participated in any town provided program or service for seniors]","In the past 12 months, has any household member done the following? (Check all that apply) [Used Cary library or attended a library event]","In the past 12 months, has any household member done the following? (Check all that apply) [Served town government in any capacity (employee, committee member, town meeting member, elected representative)]","Are you aware that the Recreation & Community Programs Department offers financial aid for programs and services?","Has a household member received this type of financial assistance to participate in a program or service? ","If your primary residence is rental, please indicate your monthly rental cost: ","If you own your primary residence, please indicate your total monthly housing payment (mortgage, insurance, property taxes):","Do you receive a property tax deferral or property tax credit due to limited income?","What level of stress does your household experience with payment of monthly housing costs?","Please elaborate or share any additional thoughts. ","Thinking about all the costs of living in your owned property or rental (rent/mortgage, home maintenance, condo fees, property taxes, insurance, utilities), what portion of these costs do you estimate is related to property taxes?","Are you responsible for the housing costs at your residence (i.e. owner or lessee)?","Are you considering relocating away from Lexington in the next 10 years?","Age (respondent)","Size of household (number of people)","Disabilities within household (check all that apply)","Length of time living in town (respondent)","What type of property is your residence?","Approximate market property value of your Lexington residence (if owned):","Please indicate your approximate household income in the past 12 months","Please indicate how the survey was shared with you (any groups or lists or whether it was forwarded to you.)","Please share any comments to the survey team about this survey. Thank you."
"2018/10/09 9:21:05 PM EST","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","Yes","N/A","Yes","No","Yes","No","$1500-2999","","N/A","Significant","To rent a property that is ik n need of repairs and never being able to save enough money to buy a home in the town we have called home for 10 years ","Little (1-25%)","Yes","Likely","40-49 years","5+","none of the above","moved in 2000-2009","single family home","N/A","$100,000-$149,999","Facebook group","You need to do something to change the obscene housing expenses. We are moving out of Lexington to buy a house. The town where for the last 10 years I have given back to in many forms of volunteer service and it is disheartening to need to move my family to have the opportunity to buy a home and no longer rent. "
"2018/10/09 9:25:35 PM EST","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","No","No","","$6,001-$8,000","No","Some","","Little (1-25%)","Yes","Have not considered","N/A","5+","none of the above","moved in 2010-2014","single family home","N/A","N/A","Lexington mavens ","Who are you guys?  You never indicate. I’m not disclosing some info because I don’t know who you are!"
"2018/10/09 9:28:05 PM EST","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","No","No","N/A","N/A","No","Some","","Some (26-50%)","Yes","Undecided - Possible","40-49 years","5+","none of the above","moved in 2000-2009","single family home","$500,000-$749,999","$100,000-$149,999","",""
"2018/10/09 9:29:20 PM EST","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","No","Yes","No","No","No","","$2,001-$4,000","No","Some","","Significant (51-75%)","Yes","Unlikely","40-49 years","4","none of the above","moved in 2010-2014","single family home","$1,000,000-$1,249,999","$100,000-$149,999","",""
"2018/10/09 9:31:19 PM EST","Yes","No","Yes","No","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","No","No","N/A","$4,001-$6,000","No","Little","","Some (26-50%)","Yes","Undecided - Possible","50-59 years","4","none of the above","moved in 2010-2014","single family home","$1,250,000-$1,499,999","$200,000 and over","",""
"2018/10/09 9:31:53 PM EST","Yes","No","No","No","No","Yes","No","Yes","No","No","Yes","Yes","No","No","No","","<$2,000/month","No","Little","","Substantial (76-100%)","Yes","Likely","70-79 years","2","none of the above","moved in 1979 and earlier","single family home","$750,000-$999,999","$75,000-$99,000","townlistserve",""
"2018/10/09 9:33:41 PM EST","No","No","Yes","No","Yes","Yes","No","No","No","Yes","N/A","N/A","N/A","No","No","","$8,001-$10,000","N/A","Some","","Some (26-50%)","Yes","Likely","50-59 years","4","none of the above;N/A","moved in 2000-2009","single family home","$500,000-$749,999","$100,000-$149,999","None ","None "
"2018/10/09 9:36:46 PM EST","No","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","No","Yes","No","Yes","No","","$2,001-$4,000","No","None","","Some (26-50%)","Yes","Undecided - Possible","40-49 years","4","","moved in 2015 or later","single family home","$2,000,000 and more","$200,000 and over","Facebook",""
"2018/10/09 9:37:24 PM EST","No","No","No","No","Yes","No","No","Yes","No","Yes","No","No","No","No","No","","$4,001-$6,000","No","Significant","","Some (26-50%)","Yes","Likely","40-49 years","4","none of the above","moved in 2015 or later","single family home","$1,000,000-$1,249,999","$150,000-$199,999","",""
"2018/10/09 9:39:29 PM EST","No","No","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","$4500+","$2,001-$4,000","No","Little","","Substantial (76-100%)","Yes","Undecided - Possible","40-49 years","4","none of the above","moved in 2000-2009","single family home","$1,000,000-$1,249,999","$200,000 and over","","The property tax is ridiculous comparing to other towns"
"2018/10/09 9:39:46 PM EST","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","Yes","No","","","N/A","","","","Yes","Definitely Not","40-49 years","4","none of the above","moved in 2000-2009","single family home","$1,000,000-$1,249,999","","Lexington Mavens",""
"2018/10/09 9:40:30 PM EST","Yes","No","No","No","No","Yes","No","No","No","Yes","No","Yes","Yes","No","No","N/A","$2,001-$4,000","No","Little","","Some (26-50%)","Yes","Undecided - Possible","40-49 years","4","with a self-care difficulty;with an independent living difficulty","moved in 2000-2009","single family home","$750,000-$999,999","$100,000-$149,999","Group forward",""
"2018/10/09 9:42:45 PM EST","Yes","No","Yes","No","Yes","Yes","Yes","No","No","Yes","No","Yes","No","No","No","","$2,001-$4,000","No","Significant","","Some (26-50%)","Yes","Likely","40-49 years","4","none of the above","moved in 2010-2014","single family home","$1,000,000-$1,249,999","$150,000-$199,999","By a group email",""
"2018/10/09 9:44:01 PM EST","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","N/A","Yes","No","No","N/A","","$4,001-$6,000","No","Little","","Some (26-50%)","Yes","Undecided - Possible","40-49 years","4","none of the above","moved in 2010-2014","single family home","$1,750,000-$1,999,999","$200,000 and over","Lexington mavens FB ",""
"2018/10/09 9:44:14 PM EST","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","No","","$8,001-$10,000","No","Some","","Some (26-50%)","Yes","Likely","40-49 years","5+","none of the above","moved in 2010-2014","single family home","$1,750,000-$1,999,999","N/A","",""
"2018/10/09 9:44:34 PM EST","Yes","No","Yes","No","Yes","Yes","No","Yes","No","Yes","No","Yes","No","No","No","","$2,001-$4,000","No","None","","Little (1-25%)","Yes","Definitely Not","31-39 years","4","none of the above","moved in 2015 or later","single family home","$750,000-$999,999","$200,000 and over","Lexington Mavens Facebook Page",""
"2018/10/09 9:46:29 PM EST","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","No","Yes","Yes","Yes","No","","$2,001-$4,000","No","Significant","None","Significant (51-75%)","Yes","Undecided - Possible","50-59 years","4","none of the above","moved in 2000-2009","single family home","$750,000-$999,999","$150,000-$199,999","",""
"2018/10/09 9:46:30 PM EST","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","Yes","N/A","Yes","N/A","Yes","No","N/A","$2,001-$4,000","No","Some","Generally the cost of living in this area is expensive and its not all about the taxes. I grew up in NYS where taxes were much higher but we didn't have so many infrastructure issues.","Some (26-50%)","Yes","Undecided - Possible","50-59 years","4","none of the above","moved in 1990-1999","single family home","$1,000,000-$1,249,999","$200,000 and over","lexington list serve","Thanks for reaching out to the community.  I hope many folks respond to the survey"
"2018/10/09 9:49:14 PM EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018/10/09 9:49:20 PM EST","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","No","Yes","Yes","Yes","No","","$2,001-$4,000","No","None","","Substantial (76-100%)","Yes","Undecided - Possible","40-49 years","4","none of the above","moved in 2010-2014","single family home","$1,000,000-$1,249,999","$200,000 and over","Lexington list and mavens",""
"2018/10/09 9:54:12 PM EST","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","No","Yes","No","No","No","","<$2,000/month","No","None","We do not have a mortgage on our house, hence the low monthly costs.","Significant (51-75%)","Yes","Definitely Not","40-49 years","5+","none of the above","moved in 2010-2014","single family home","$1,250,000-$1,499,999","$200,000 and over","Lexington list",""
"2018/10/09 9:56:02 PM EST","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","No","No","","$2,001-$4,000","No","Some","","Some (26-50%)","Yes","Likely","50-59 years","5+","none of the above","moved in 1990-1999","single family home","$1,000,000-$1,249,999","$200,000 and over","",""
"2018/10/09 9:56:22 PM EST","Yes","No","Yes","No","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","Yes","No","","$4,001-$6,000","No","Significant","Real estate taxes are twice that of surrounding towns and services available are less","Some (26-50%)","Yes","Definitely","50-59 years","4","N/A","moved in 1979 and earlier","single family home","","","",""
"2018/10/09 9:58:35 PM EST","Yes","Yes","Yes","No","No","Yes","No","Yes","No","No","No","Yes","No","No","No","","$2,001-$4,000","No","Some","Property taxes are hard to justify for the services we use.  No children in school, living in social security and savings","Some (26-50%)","Yes","Undecided - Possible","70-79 years","2","none of the above","moved in 1980-1989","single family home","$1,000,000-$1,249,999","$100,000-$149,999","Email","The town focus seems mostly on schools. Hard to justify or property tax without children in schools. I wish the infrastructure in town was better maintained (roads, sidewalks).  "
"2018/10/09 10:00:42 PM EST","Yes","No","No","No","No","Yes","No","Yes","No","No","Yes","Yes","No","Yes","No","","","No","Little","","","Yes","Unlikely","60-69 years","1","with a vision difficulty","","","","","",""
"2018/10/09 10:04:03 PM EST","No","No","No","No","No","No","No","No","No","No","No","No","No","No","N/A","","$2,001-$4,000","No","Little","","Little (1-25%)","Yes","Undecided - Possible","80 years and over","1","with a hearing difficulty;with a vision difficulty;with an ambulatory difficulty;with a self-care difficulty;with an independent living difficulty","moved in 1979 and earlier","single family home","$750,000-$999,999","Less than $35,000","Lexington List","n/a"
"2018/10/09 10:05:38 PM EST","Yes","","","","Yes","Yes","Yes","Yes","","Yes","","Yes","","No","No","","$2,001-$4,000","No","Some","","Little (1-25%)","Yes","Unlikely","50-59 years","4","none of the above","moved in 2000-2009","single family home","$750,000-$999,999","$150,000-$199,999","From Chinese Chat group","Good"
"2018/10/09 10:10:08 PM EST","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","N/A","Yes","Yes","Yes","No","","$4,001-$6,000","No","Little","","Little (1-25%)","Yes","Unlikely","40-49 years","4","none of the above;N/A","moved in 2000-2009","single family home","$1,500,000-$1,749,999","$200,000 and over","Facebook",""
"2018/10/09 10:13:21 PM EST","Yes","No","No","No","Yes","Yes","No","Yes","No","Yes","No","Yes","No","No","No","N/A","<$2,000/month","No","None","We live in small house because we cannot find the size house our family of 4 would prefer - about 3000 square feet -- in our price range! We are not interested in a large property but almost all houses coming on the market are huge and cost close to $2 million or more!  The town is allowing affordable houses to be torn down with huge, unaffordable houses replacing them.  Former spacious lots now have huge houses crammed into them.  It is starting to resemble Cambridge.","Some (26-50%)","Yes","Definitely","60-69 years","4","none of the above","moved in 2010-2014","single family home","$750,000-$999,999","$100,000-$149,999","email","Not sure what you're trying to understand in this survey.."
"2018/10/09 10:14:58 PM EST","Yes","Yes","Yes","","Yes","Yes","Yes","","","Yes","","Yes","","No","No","","$4,001-$6,000","No","Little","","Some (26-50%)","Yes","Definitely Not","40-49 years","4","with a hearing difficulty","moved in 2000-2009","single family home","$1,000,000-$1,249,999","$200,000 and over","",""
"2018/10/09 10:22:04 PM EST","Yes","","Yes","","Yes","Yes","","Yes","","Yes","","Yes","","No","No","","$4,001-$6,000","No","Some","","Some (26-50%)","Yes","Unlikely","31-39 years","3","none of the above","moved in 2010-2014","single family home","$1,000,000-$1,249,999","$200,000 and over","Lexington Mavens",""
"2018/10/09 10:26:30 PM EST","Yes","Yes","Yes","","Yes","","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","","$2,001-$4,000","No","Some","","Some (26-50%)","No","Undecided - Possible","40-49 years","5+","none of the above","moved in 2010-2014","single family home","$750,000-$999,999","$150,000-$199,999","",""
"2018/10/09 10:30:51 PM EST","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","","<$2,000/month","No","None","","Significant (51-75%)","Yes","Undecided - Possible","50-59 years","3","none of the above","moved in 2000-2009","single family home","$750,000-$999,999","$200,000 and over","Facebook",""
"2018/10/09 10:34:34 PM EST","No","No","No","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","No","N/A","","N/A","No","Little","","Significant (51-75%)","Yes","Undecided - Possible","40-49 years","5+","none of the above","moved in 2010-2014","single family home","$1,750,000-$1,999,999","$150,000-$199,999","Lex Maven FB group",""
"2018/10/09 10:43:24 PM EST","Yes","No","Yes","No","No","No","No","Yes","No","No","No","Yes","Yes","No","N/A","N/A","$4,001-$6,000","No","Little","","Little (1-25%)","Yes","Undecided - Possible","50-59 years","3","none of the above","moved in 1990-1999","single family home","$1,000,000-$1,249,999","$200,000 and over","Lexington listserv",""
"2018/10/09 10:44:05 PM EST","Yes","No","No","No","No","Yes","Yes","Yes","No","Yes","N/A","Yes","Yes","No","No","","$2,001-$4,000","No","None","","Some (26-50%)","Yes","Undecided - Possible","50-59 years","4","none of the above","moved in 2010-2014","single family home","$750,000-$999,999","$200,000 and over","Lexington friends (Chinese families email mailing list)",""
"2018/10/09 10:45:57 PM EST","Yes","No","No","No","No","Yes","No","Yes","No","No","Yes","Yes","No","No","No","","$8,001-$10,000","No","Significant","Property taxes are just too high for me, a retired person with no pension.","Significant (51-75%)","Yes","Definitely","60-69 years","1","N/A","moved in 2000-2009","condominium","$500,000-$749,999","Less than $35,000","",""
"2018/10/09 10:52:52 PM EST","Yes","No","No","No","Yes","Yes","No","Yes","No","Yes","No","Yes","No","No","No","$4500+","","No","Significant","","N/A","Yes","Definitely Not","40-49 years","4","none of the above","moved in 2015 or later","single family home","$1,500,000-$1,749,999","$200,000 and over","",""
